Frame,Algorithm,Distance,Mean,StdDev
112,NDT+ICP,0.0182581,0.0164499,0.00208828
113,NDT+ICP,0.0202627,0.016484,0.00210965
114,NDT+ICP,0.019436,0.0165101,0.00211841
115,NDT+ICP,0.0173115,0.0165171,0.00211042
116,NDT+ICP,0.0178324,0.0165286,0.00210477
117,NDT+ICP,0.0194233,0.0165535,0.0021127
118,NDT+ICP,0.0164465,0.0165526,0.00210367
119,NDT+ICP,0.0183304,0.0165677,0.00210107
120,NDT+ICP,0.0209197,0.0166042,0.00212961
121,NDT+ICP,0.013904,0.0165817,0.00213487
122,NDT+ICP,0.0131226,0.0165531,0.00214897
123,NDT+ICP,0.0176573,0.0165622,0.00214246
124,NDT+ICP,0.0132626,0.0165354,0.00215421
125,NDT+ICP,0.017825,0.0165458,0.00214861
126,NDT+ICP,0.013491,0.0165213,0.00215723
127,NDT+ICP,0.0126926,0.0164909,0.00217534
128,NDT+ICP,0.0124295,0.016459,0.0021963
129,NDT+ICP,0.0153107,0.01645,0.00219003
130,NDT+ICP,0.0131956,0.0164248,0.00220012
131,NDT+ICP,0.0122837,0.0163929,0.0022213
132,NDT+ICP,0.0165193,0.0163939,0.00221284
133,NDT+ICP,0.0148815,0.0163824,0.00220834
134,NDT+ICP,0.0120084,0.0163495,0.00223223
135,NDT+ICP,0.0129516,0.0163242,0.00224303
136,NDT+ICP,0.0119788,0.016292,0.00226556
137,NDT+ICP,0.0146091,0.0162796,0.00226179
138,NDT+ICP,0.0119272,0.0162478,0.00228377
139,NDT+ICP,0.0128903,0.0162235,0.00229323
140,NDT+ICP,0.0114358,0.0161891,0.00232052
141,NDT+ICP,0.0118785,0.0161583,0.00234053
142,NDT+ICP,0.0171847,0.0161656,0.00233381
143,NDT+ICP,0.0121492,0.0161373,0.0023497
144,NDT+ICP,0.0175989,0.0161475,0.00234464
145,NDT+ICP,0.0112075,0.0161132,0.00237222
146,NDT+ICP,0.0118262,0.0160836,0.0023905
147,NDT+ICP,0.0109673,0.0160486,0.00241939
148,NDT+ICP,0.0112762,0.0160161,0.00244285
149,NDT+ICP,0.0122641,0.0159908,0.00245391
150,NDT+ICP,0.0112726,0.0159591,0.00247581
151,NDT+ICP,0.0113296,0.0159282,0.00249614
152,NDT+ICP,0.0138082,0.0159142,0.00249379
153,NDT+ICP,0.0103634,0.0158777,0.00252576
154,NDT+ICP,0.0110275,0.015846,0.00254765
155,NDT+ICP,0.013811,0.0158328,0.00254462
156,NDT+ICP,0.0126508,0.0158122,0.00254916
157,NDT+ICP,0.0305179,0.0159065,0.00279892
158,NDT+ICP,0.0110822,0.0158758,0.00281626
159,NDT+ICP,0.014599,0.0158677,0.00280916
160,NDT+ICP,0.0125059,0.0158466,0.0028129
161,NDT+ICP,0.0107877,0.0158149,0.00283229
162,NDT+ICP,0.0184088,0.015831,0.00283083
163,NDT+ICP,0.010925,0.0158008,0.00284812
164,NDT+ICP,0.0138622,0.0157889,0.0028434
165,NDT+ICP,0.0103624,0.0157558,0.00286602
166,NDT+ICP,0.0102326,0.0157223,0.0028893
167,NDT+ICP,0.0181897,0.0157372,0.00288691
168,NDT+ICP,0.0123797,0.0157171,0.00288988
169,NDT+ICP,0.0124125,0.0156974,0.00289246
170,NDT+ICP,0.0099656,0.0156635,0.0029172
171,NDT+ICP,0.0132444,0.0156492,0.00291448
172,NDT+ICP,0.0110733,0.0156225,0.00292682
173,NDT+ICP,0.0112864,0.0155973,0.00293686
174,NDT+ICP,0.0109223,0.0155703,0.00294973
175,NDT+ICP,0.0168973,0.0155779,0.00294295
176,NDT+ICP,0.0114778,0.0155545,0.00295076
177,NDT+ICP,0.0113748,0.0155307,0.00295909
178,NDT+ICP,0.0186127,0.0155481,0.00295975
179,NDT+ICP,0.0108337,0.0155216,0.00297238
180,NDT+ICP,0.0165619,0.0155274,0.00296508
181,NDT+ICP,0.00964502,0.0154948,0.00298898
182,NDT+ICP,0.0468233,0.0156679,0.00377852
183,NDT+ICP,0.0151816,0.0156652,0.0037683
184,NDT+ICP,0.01032,0.015636,0.00377859
185,NDT+ICP,0.0128541,0.0156209,0.00377385
186,NDT+ICP,0.0112852,0.0155974,0.00377704
187,NDT+ICP,0.0181735,0.0156113,0.00377158
188,NDT+ICP,0.0107308,0.0155852,0.00377829
189,NDT+ICP,0.0116298,0.0155641,0.00377919
190,NDT+ICP,0.0129363,0.0155502,0.003774
191,NDT+ICP,0.0140696,0.0155424,0.00376558
192,NDT+ICP,0.0113777,0.0155206,0.00376772
193,NDT+ICP,0.0224113,0.0155565,0.00379048
194,NDT+ICP,0.0146574,0.0155519,0.0037812
195,NDT+ICP,0.0150535,0.0155493,0.00377161
196,NDT+ICP,0.0128859,0.0155356,0.00376674
197,NDT+ICP,0.0204545,0.0155607,0.00377342
198,NDT+ICP,0.0124617,0.015545,0.00377027
199,NDT+ICP,0.0133684,0.015534,0.0037639
200,NDT+ICP,0.0126766,0.0155196,0.00375987
201,NDT+ICP,0.0156159,0.0155201,0.00375046
202,NDT+ICP,0.0129575,0.0155074,0.00374546
203,NDT+ICP,0.0237622,0.0155482,0.00378084
204,NDT+ICP,0.0258205,0.0155988,0.00383947
205,NDT+ICP,0.0141203,0.0155916,0.00383144
206,NDT+ICP,0.014463,0.0155861,0.00382289
207,NDT+ICP,0.0163238,0.0155897,0.00381395
208,NDT+ICP,0.0153573,0.0155885,0.00380476
209,NDT+ICP,0.0129173,0.0155757,0.0038001
210,NDT+ICP,0.0298748,0.0156441,0.0039173
211,NDT+ICP,0.0206513,0.015668,0.00392314
212,NDT+ICP,0.0158926,0.015669,0.00391386
213,NDT+ICP,0.0199454,0.0156892,0.0039156
214,NDT+ICP,0.0125215,0.0156743,0.00391239
215,NDT+ICP,0.795512,0.0193184,0.053327
216,NDT+ICP,0.088771,0.0196415,0.0534123
217,NDT+ICP,0.0288142,0.0196839,0.0532921
218,NDT+ICP,0.285562,0.0209092,0.0561358
219,NDT+ICP,0.132521,0.0214212,0.0565124
220,NDT+ICP,0.0360549,0.021488,0.0563919
221,NDT+ICP,0.0386609,0.021566,0.0562754
222,NDT+ICP,0.375665,0.0231683,0.0609704
223,NDT+ICP,0.10696,0.0235457,0.0610911
