0.0205092,0.00625792
0.0293909,0.00947926
0.0543716,0.014863
0.0606221,0.0177461
0.067561,0.0229464
0.0757534,0.0258536
0.0911345,0.0323746
0.0941656,0.0335269
0.130085,0.0226609
0.140901,0.0273283
0.149306,0.0275041
0.166998,0.0315663
0.175087,0.0335283
0.185414,0.0341357
0.190795,0.0365758
0.209503,0.0415203
0.217573,0.0434992
0.223624,0.0466322
0.245483,0.0544574
0.253537,0.0570612
0.260497,0.0580801
0.267529,0.0539444
0.283843,0.0580157
0.293276,0.0594706
0.300987,0.0623498
0.310408,0.0641271
0.318235,0.0667333
0.344061,0.0658652
0.351071,0.0682531
0.358866,0.0711454
0.368802,0.0719638
0.383376,0.0771433
0.392748,0.0763551
0.401064,0.0780024
0.408118,0.0801514
0.424675,0.0861033
0.431429,0.0795007
0.438568,0.0830005
0.45593,0.078638
0.459266,0.0797651
0.465628,0.0814509
0.482757,0.0830838
0.490631,0.0841983
0.498574,0.0855723
0.515186,0.0872317
0.521653,0.0868485
0.529039,0.088289
0.535682,0.0896752
0.542528,0.0877119
0.568291,0.0881177
0.575408,0.0885258
0.583322,0.0885904
0.603559,0.0895733
0.612113,0.0904016
0.619091,0.0914865
0.625839,0.0929716
0.639115,0.0911589
0.647512,0.0910492
0.654098,0.0932875
0.665256,0.0830118
0.687172,0.0812152
0.693324,0.0810074
0.702663,0.0795149
0.710155,0.0797838
0.734389,0.0805683
0.742862,0.0810888
0.748177,0.0812421
0.756434,0.0807327
0.773597,0.0784947
0.779935,0.0784779
0.788906,0.0793152
0.798353,0.0792457
0.816319,0.0766603
0.824578,0.0751172
0.832706,0.0735864
0.840233,0.0736981
0.847611,0.0748225
0.864877,0.0744782
0.872996,0.0742358
0.884377,0.0735477
0.891544,0.0746234
0.90967,0.0735144
0.918203,0.07348
0.92608,0.0758048
0.933043,0.0761667
0.95324,0.075121
0.960858,0.0764847
0.969538,0.0768036
0.983299,0.0783991
0.991401,0.077359
0.997578,0.0786544
1.00585,0.0787896
1.02424,0.0775466
1.02702,0.0787866
1.04191,0.0775334
1.04774,0.0779928
1.05138,0.0791216
1.05851,0.0795152
1.07585,0.0800799
1.09539,0.0818731
1.09528,0.0825149
1.10239,0.0821467
1.10664,0.0842692
1.11268,0.0862786
1.13064,0.0899905
1.13733,0.0910118
1.13612,0.0917991
1.14523,0.0923716
1.15134,0.0903937
1.16001,0.0841248
1.17485,0.0471598
1.18462,0.0164335
1.19419,0.003933
1.20209,-0.00456736
1.21734,-0.0444625
1.22322,-0.0554002
1.22997,-0.0642577
1.23643,-0.0711593
1.25331,-0.080019
1.24558,-0.0916841
1.24939,-0.0937633
1.2567,-0.0942514
1.27679,-0.0953449
1.28277,-0.0949573
1.29295,-0.0955682
1.29569,-0.0956814
1.30136,-0.0962866
1.30823,-0.0961707
1.32037,-0.0927336
1.32485,-0.0914869
1.32985,-0.0881166
1.33899,-0.0846418
1.35274,-0.0770276
1.35721,-0.0753335
1.35656,-0.0738569
1.36168,-0.0705658
1.37267,-0.0645134
1.37607,-0.062864
1.37484,-0.0617147
1.37939,-0.0588735
1.38271,-0.0569931
1.39136,-0.051765
1.3911,-0.0514323
1.39822,-0.0474037
1.40297,-0.0452377
1.40567,-0.0422378
1.40969,-0.0397312
1.41426,-0.0381845
1.42105,-0.0350984
1.42594,-0.0334049
1.43024,-0.0319413
1.43729,-0.0310139
1.43995,-0.0302517
1.4437,-0.0297475
1.44051,-0.0314885
1.44714,-0.0315018
1.44059,-0.030966
1.44389,-0.0301274
1.44093,-0.0297797
1.4488,-0.0278407
1.45164,-0.0264795
1.45434,-0.0251956
1.45942,-0.0237019
1.46674,-0.0202115
1.46962,-0.0184942
1.47316,-0.0179074
1.47648,-0.016494
1.48387,-0.0127659
1.49116,-0.00919787
1.49412,-0.00767819
1.49839,-0.00528846
1.5021,-0.00398107
1.50483,-0.00275219
1.5091,-0.000930826
1.51779,0.000849943
1.52351,0.00203018
1.52754,0.00346359
1.53163,0.00477855
1.5355,0.00530774
1.54226,0.00557104
1.54408,0.00625835
1.54874,0.00274118
1.55408,0.000976457
1.55662,0.000162744
1.55972,-0.00221143
1.56385,-0.00233983
1.57273,-0.00120614
1.57475,-0.00139034
1.57737,-0.00083941
1.58142,-0.00108998
1.59007,0.000299162
1.5939,0.000549877
1.59804,-0.00170179
1.60234,-0.0081265
1.60203,-0.0146601
1.60676,-0.0149055
1.61524,-0.0169113
1.61873,-0.0151177
1.62315,-0.0141113
1.62699,-0.0148236
1.62808,-0.0140617
1.63067,-0.0138823
1.65144,-0.00243164
1.66816,-0.019797
