Frame,Algorithm,Distance,Mean,StdDev
53,NDT,0.027681,0.0322906,0.00298793
54,NDT,0.0350386,0.0323424,0.00298313
55,NDT,0.0237727,0.0321837,0.00317318
56,NDT,0.0354081,0.0322423,0.00317358
57,NDT,0.0300104,0.0322025,0.00315898
58,NDT,0.0329481,0.0322156,0.00313267
59,NDT,0.0324635,0.0322198,0.00310572
60,NDT,0.0362566,0.0322883,0.00312306
61,NDT,0.0266155,0.0321937,0.00318094
62,NDT,0.0327611,0.032203,0.00315558
63,NDT,0.0282831,0.0321398,0.00316874
64,NDT,0.0257012,0.0320376,0.00324486
65,NDT,0.0284761,0.0319819,0.00324957
66,NDT,0.0348662,0.0320263,0.00324395
67,NDT,0.0369841,0.0321014,0.00327575
68,NDT,0.031505,0.0320925,0.00325202
69,NDT,0.028734,0.0320431,0.00325324
70,NDT,0.0354749,0.0320929,0.00325552
71,NDT,0.0252352,0.0319949,0.00333305
72,NDT,0.0315616,0.0319888,0.00330989
73,NDT,0.0278056,0.0319307,0.00332308
74,NDT,0.0362631,0.0319901,0.00333844
75,NDT,0.029409,0.0319552,0.00332917
76,NDT,0.0322053,0.0319585,0.00330703
77,NDT,0.0272431,0.0318965,0.00332885
78,NDT,0.0314778,0.031891,0.0033075
79,NDT,0.0246927,0.0317987,0.00338454
80,NDT,0.0269469,0.0317373,0.00340651
81,NDT,0.0267428,0.0316749,0.00343033
82,NDT,0.0285366,0.0316361,0.00342666
83,NDT,0.0334046,0.0316577,0.00341123
84,NDT,0.0268341,0.0315996,0.00343122
85,NDT,0.0256685,0.031529,0.00347086
86,NDT,0.024289,0.0314438,0.0035376
87,NDT,0.0268318,0.0313902,0.00355155
88,NDT,0.0210319,0.0312711,0.00369968
89,NDT,0.0230646,0.0311779,0.00378004
90,NDT,0.0220719,0.0310756,0.00387935
91,NDT,0.0291494,0.0310542,0.00386302
92,NDT,0.028841,0.0310298,0.00384866
93,NDT,0.0253907,0.0309685,0.00387209
94,NDT,0.0335022,0.0309958,0.00386007
95,NDT,0.0293481,0.0309783,0.0038432
96,NDT,0.0315432,0.0309842,0.00382336
97,NDT,0.0308583,0.0309829,0.00380341
98,NDT,0.0305922,0.0309789,0.00378396
99,NDT,0.0227739,0.0308951,0.00385386
100,NDT,0.0260451,0.0308461,0.00386489
101,NDT,0.02445,0.0307822,0.00389782
102,NDT,0.0234108,0.0307092,0.00394655
103,NDT,0.0268989,0.0306718,0.00394506
104,NDT,0.0200199,0.0305684,0.00406243
105,NDT,0.0204389,0.030471,0.00416194
106,NDT,0.0222106,0.0303924,0.00421906
107,NDT,0.0259495,0.0303504,0.00422102
108,NDT,0.0239852,0.030291,0.00424565
109,NDT,0.0237314,0.0302302,0.0042724
110,NDT,0.0280053,0.0302098,0.00425804
111,NDT,0.0236004,0.0301497,0.00428481
112,NDT,0.0205527,0.0300633,0.00436079
113,NDT,0.0230736,0.0300009,0.00439079
114,NDT,0.023504,0.0299434,0.00441346
115,NDT,0.0228586,0.0298812,0.00444344
116,NDT,0.0315626,0.0298958,0.00442684
117,NDT,0.0308638,0.0299042,0.00440862
118,NDT,0.0356945,0.0299537,0.00442198
119,NDT,0.0211883,0.0298794,0.00447592
120,NDT,0.0463805,0.0300181,0.00470472
121,NDT,0.0321006,0.0300354,0.0046889
122,NDT,0.0227343,0.0299751,0.00471603
123,NDT,0.0196328,0.0298903,0.00478834
124,NDT,0.0217751,0.0298243,0.0048242
125,NDT,0.0199142,0.0297444,0.00488578
126,NDT,0.0228975,0.0296896,0.00490427
127,NDT,0.0225919,0.0296333,0.00492521
128,NDT,0.0213301,0.0295679,0.00496037
129,NDT,0.0224595,0.0295124,0.00498043
130,NDT,0.0233166,0.0294643,0.00499076
131,NDT,0.021301,0.0294016,0.00502243
132,NDT,0.0211584,0.0293386,0.0050544
133,NDT,0.0188522,0.0292592,0.00511665
134,NDT,0.0205388,0.0291936,0.00515275
135,NDT,0.0294846,0.0291958,0.00513354
136,NDT,0.0251344,0.0291657,0.00512634
137,NDT,0.0184796,0.0290871,0.00518841
138,NDT,0.0278545,0.0290781,0.0051705
139,NDT,0.0219998,0.0290268,0.0051866
140,NDT,0.0279076,0.0290188,0.00516877
141,NDT,0.0201936,0.0289557,0.00520363
142,NDT,0.0206665,0.028897,0.00523159
143,NDT,0.0232306,0.0288571,0.00523463
144,NDT,0.0221992,0.0288105,0.00524572
145,NDT,0.0178214,0.0287342,0.00530653
146,NDT,0.0202041,0.0286754,0.00533511
147,NDT,0.0182087,0.0286037,0.00538643
148,NDT,0.021971,0.0285585,0.00539569
149,NDT,0.0199119,0.0285001,0.00542389
150,NDT,0.0176953,0.0284276,0.00547717
151,NDT,0.0172417,0.028353,0.00553425
152,NDT,0.0189591,0.0282908,0.00556827
153,NDT,0.0204426,0.0282392,0.00558608
154,NDT,0.0183783,0.0281747,0.0056242
155,NDT,0.0208327,0.0281271,0.00563685
156,NDT,0.0180945,0.0280623,0.00567576
157,NDT,0.0272395,0.0280571,0.00565792
158,NDT,0.0246144,0.0280351,0.00564652
159,NDT,0.0188767,0.0279772,0.00567529
160,NDT,0.0181143,0.0279151,0.00571089
161,NDT,0.0191515,0.0278604,0.00573476
162,NDT,0.0275837,0.0278586,0.00571696
163,NDT,0.0208238,0.0278152,0.00572586
164,NDT,0.0194271,0.0277638,0.00574572
165,NDT,0.0214061,0.027725,0.00574952
166,NDT,0.0224881,0.0276933,0.00574647
167,NDT,0.0225726,0.0276624,0.00574282
168,NDT,0.0219784,0.0276284,0.00574237
169,NDT,0.017685,0.0275692,0.00577611
170,NDT,0.0193572,0.0275206,0.00579334
171,NDT,0.0199745,0.0274762,0.00580503
172,NDT,0.0182893,0.0274225,0.00583026
173,NDT,0.0212914,0.0273868,0.00583195
174,NDT,0.0186832,0.0273365,0.00585238
175,NDT,0.0293744,0.0273482,0.00583757
176,NDT,0.024508,0.027332,0.0058248
177,NDT,0.023799,0.0273119,0.0058143
178,NDT,0.0213155,0.0272781,0.00581525
179,NDT,0.0225536,0.0272515,0.00580963
180,NDT,0.0251366,0.0272397,0.00579552
181,NDT,0.0246602,0.0272254,0.00578258
182,NDT,0.0345888,0.027266,0.00579236
183,NDT,0.0331128,0.0272982,0.00579257
184,NDT,0.024454,0.0272826,0.00578052
185,NDT,0.0298791,0.0272967,0.00576795
186,NDT,0.0277405,0.0272991,0.00575244
187,NDT,0.0244746,0.027284,0.00574067
188,NDT,0.0552264,0.0274334,0.00607717
189,NDT,0.0275082,0.0274338,0.00606099
190,NDT,0.0360865,0.0274796,0.00607744
191,NDT,0.0256751,0.0274701,0.00606283
192,NDT,0.0276171,0.0274708,0.00604695
193,NDT,0.060675,0.0276438,0.00648749
194,NDT,0.0437954,0.0277275,0.00657374
195,NDT,0.0490432,0.0278373,0.00673211
196,NDT,0.0264624,0.0278303,0.00671554
197,NDT,0.0259843,0.0278209,0.00669968
198,NDT,0.0271423,0.0278174,0.00668283
199,NDT,0.0275366,0.027816,0.00666596
200,NDT,0.024069,0.0277972,0.00665447
201,NDT,0.0269181,0.0277928,0.0066381
202,NDT,0.0384886,0.027846,0.0066642
203,NDT,0.0325001,0.027869,0.0066557
204,NDT,0.0313192,0.027886,0.00664368
205,NDT,0.0310452,0.0279015,0.00663105
206,NDT,0.0282677,0.0279033,0.0066149
207,NDT,0.0378211,0.0279514,0.00663473
208,NDT,0.028605,0.0279546,0.00661884
209,NDT,0.0301496,0.0279651,0.00660466
210,NDT,0.0363703,0.0280054,0.00661432
211,NDT,0.0327403,0.0280279,0.0066066
212,NDT,0.0353124,0.0280624,0.00660989
213,NDT,0.0314692,0.0280785,0.00659841
214,NDT,0.0293398,0.0280844,0.00658346
215,NDT,1.12038,0.0331886,0.0747819
216,NDT,0.0939158,0.033471,0.0747221
217,NDT,0.030064,0.0334553,0.0745493
218,NDT,0.429171,0.0352788,0.0790587
219,NDT,0.164243,0.0358704,0.0793571
220,NDT,0.0368325,0.0358748,0.0791757
221,NDT,0.0408256,0.0358973,0.0789963
222,NDT,0.224562,0.036751,0.079828
223,NDT,0.119232,0.0371225,0.0798392
